hwWlanStaMac;hwWlanStaUsername;hwWlanStaApMac;hwWlanStaApName;hwWlanStaApGroup;hwWlanStaRadioId;hwWlanStaAssocBand;hwWlanStaSupportBand;hwWlanStaAccessChannel;hwWlanStaRfMode;hwWlanStaHtMode;hwWlanStaMcsVal;hwWlanStaShortGIStatus;hwWlanStaConnectRxRate;hwWlanStaConnectTxRate;hwWlanStaEssName;hwWlanStaBSSID;hwWlanStaSsid;hwWlanStaStatus;hwWlanStaAuthenMethod;hwWlanStaEncryptMethod;hwWlanStaQosMode;hwWlanStaRoamStatus;hwWlanStaVlan;hwWlanStaIP;hwWlanStaIPv6;hwWlanStaGateway;hwWlanStaAssocTime;hwWlanStaAccessTime;hwWlanStaOnlineTime;hwWlanStaAccessOnlineTime;hwWlanStaStatOperMode;hwWlanStaWirelessStatRxFrames;hwWlanStaWirelessRxBytes;hwWlanStaWirelessRxRate;hwWlanStaWirelessStatTxFrames;hwWlanStaWirelessTxBytes;hwWlanStaWirelessTxRate;hwWlanStaPeriodSendDropFrames;hwWlanStaPeriodReSendFrames;hwWlanStaPeriodReSendBytes;hwWlanStaRssi;hwWlanStaNoise;hwWlanStaSnrUs;hwWlanStaRxPowerUs;hwWlanStaChannelUtilRate;hwWlanStaChannelBusyRate;hwWlanStaChannelTxRatio;hwWlanStaChannelRxRatio;hwWlanStaChannelFreeRate;hwWlanStaChannelInterfRate;hwWlanStaPeriodSendFrames;hwWlanStaApId;hwWlanStationUapsdCapacity;hwWlanStationPowerSavePercent;hwWlanStaAssocStartTime;hwWlanStaAssocSuccessTime;hwWlanStaAuthStartTime;hwWlanStaAuthSuccessTime;hwWlanStaDhcpStartTime;hwWlanStaDhcpSuccessTime;hwWlanStaVHTCapable;hwWlanStaVHTTxBFCapable;hwWlanStaMUMIMOCapable;hwWlanStaWpaStartTime;hwWlanStaWpaSuccessTime;hwWlanStaWirelessPacketDelay;hwWlanStaAccessSuccessRate;hwWlanStaTotalAccessTime;hwWlanStaDelayStatus;hwWlanStaAssocDuration;hwWlanStaWpaDuration;hwWlanStaAuthDuration;hwWlanStaDhcpDuration;hwWlanStationDevType;hwWlanStaNaviACID;hwWlanStaWirelessStatRxIPv6Frames;hwWlanStaWirelessRxIPv6Bytes;hwWlanStaWirelessStatTxIPv6Frames;hwWlanStaWirelessTxIPv6Bytes;hwWlanStaGatewayIPv6;hwWlanStaCategoryName;hwWlanStaVendorName;hwWlanStaModelName;hwWlanStaOS;Index Value
8C-D9-D6-DA-;;84-46-FE-A3-F0-40;KTIRIO_H_R1-AP_0.8;EDUROAM;0;1;1;6;;ht20;9;support;65;57;eduroam;84-46-FE-A3-F0-40;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;21;1062250;FE80::8277:21DF:4D71:F1CB?2001:648:2D00:3021:878A:804A:EAF4:42AC?2001:648:2D00:3021:5981:700D:66C:9B0A;106221;1708081213;1708081213;4354;4353;;168632;89906680;396536;221683;138447547;514016;1;406;0;-64;0;3100;-6400;8;8;4;1;92;3;24627;50;0;;1708091115;1708091115;1708091115;1708091115;1708091550;1708091550;;;;;1708091115;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.40E+16
90-0F-0C-47-;;84-46-FE-A3-F0-20;KTIRIO_H_R1-AP_2.6;EDUROAM;1;2;3;60;;ht40;9;support;162;121;eduroam;84-46-FE-A3-F0-30;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;22;1062411;2001:648:2D00:3022:D3E:E7F2:5C:9758?FE80::192F:BCA0:1AED:2F13?2001:648:2D00:3022:817F:AFF6:A460:7FAC?2001:648:2D00:3022:4158:FCA4:BBFF:8520;106241;1708081228;1708081228;4340;4339;;173110;16956282;21088;313635;414843353;1017616;0;1;0;-75;0;2000;-7500;0;0;0;0;100;0;15546;66;0;;1708092101;1708092101;1708092101;1708092101;1708092101;1708092104;;;;;1708092101;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.44E+12
90-E8-68-3A-;;84-46-FE-A3-E3-40;KTIRIO_H_R1-AP_1.4;EDUROAM;1;2;3;36;;ht40;9;support;135;120;eduroam;84-46-FE-A3-E3-50;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;23;1062677;FE80::E06:25BC:6C6:5A7D?2001:648:2D00:3023:8179:92C3:E21C:F5AF?2001:648:2D00:3023:E086:639C:4A9A:50E1;106261;1708084460;1708084460;1108;1108;;9358;1787451;3264;42370;51166576;3528;0;15;0;-72;0;2300;-7200;1;1;0;0;99;1;332;55;0;;1708091676;1708091676;1708091676;1708091677;1708091677;1708091679;;;;;1708091677;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.44E+16
92-52-93-05-;;E0-00-84-38-26-40;R0_EST-AP_0.1;EDUROAM;1;2;3;132;;ht40;9;support;6;6;eduroam;E0-00-84-38-26-50;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;21;106226;FE80::9052:93FF:FE05:4DB3?2001:648:2D00:3021:9052:93FF:FE05:4DB3?2001:648:2D00:3021:81CA:AA9C:8A4E:E77D;106221;1708082859;1708082860;2710;2708;;4704;1267969;848;5753;3633876;2600;0;0;0;-88;0;700;-8800;21;21;19;2;79;0;51;3;0;;1708090926;1708090926;1708090926;1708090926;1708090961;1708090961;;;;;1708090926;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.47E+13
94-37-F7-53-;;B0-08-75-C7-6D-A0;KTIRIO_A_R0-AP_0.4;EDUROAM;0;1;1;11;;ht20;7;support;72;72;eduroam;B0-08-75-C7-6D-A0;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;no;24;1062850;FE80::9637:F7FF:FE53:6D1B?2001:648:2D00:3024:9637:F7FF:FE53:6D1B?2001:648:2D00:3024:50A7:6CD3:4B93:FA9B;106281;1708082883;1708082913;2686;2655;;2456;589001;944;2347;1471808;3064;0;0;0;-67;0;2800;-6700;5;5;2;0;95;3;99;10;0;;1708090082;1708090082;1708090082;1708090113;1708090084;1708090086;;;;;1708090083;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.49E+14
94-D3-31-DA-;;84-46-FE-A3-E6-C0;KTIRIO_H_R1-AP_0.5;EDUROAM;0;1;1;1;;ht20;9;support;78;72;eduroam;84-46-FE-A3-E6-C0;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;no;22;1062437;FE80::21A7:784B:4C2E:F592?2001:648:2D00:3022:F51B:482A:531A:5706?2001:648:2D00:3022:ACB9:21E9:30F3:5A73;106241;1708084323;1708084323;1247;1246;;3828;839361;1528;4304;3733297;7760;0;0;0;-51;0;4400;-5100;18;18;2;0;82;16;192;47;0;;1708091522;1708091522;1708091522;1708091523;1708091523;1708091524;;;;;1708091523;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.48E+16
94-E2-3C-38-;;B0-08-75-C7-6D-E0;KTIRIO_I_R1-AP_0.8;EDUROAM;1;2;3;52;;ht40;9;support;270;360;eduroam;B0-08-75-C7-6D-F0;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;24;1062817;FE80::1276:51E0:E2B2:E564?2001:648:2D00:3024:10B7:E590:DFCB:FF0B?2001:648:2D00:3024:E508:3A12:21EF:239E;106281;1708081233;1708081234;4337;4336;;1862;360205;312;1504;650406;712;0;0;0;-71;0;2400;-7100;0;0;0;0;100;0;36;155;0;;1708088725;1708088725;1708088725;1708088725;1708088726;1708088728;;;;;1708088726;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.48E+15
96-18-B8-6C-;;B0-08-75-C7-74-80;KTIRIO_I_R1-AP_0.5;EDUROAM;1;2;3;60;;ht40;9;support;27;15;eduroam;B0-08-75-C7-74-90;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;24;1062835;FE80::9418:B8FF:FE6C:5661?2001:648:2D00:3024:9418:B8FF:FE6C:5661?2001:648:2D00:3024:80B9:A82C:2ABB:7E63;106281;1708085214;1708085214;357;356;;3226;652576;36296;13116;16097023;955312;5;188;0;-79;0;1600;-7900;18;18;0;0;82;18;5235;152;0;;1708092414;1708092414;1708092414;1708092414;1708092415;1708092417;;;;;1708092414;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.50E+14
96-88-8D-A2-;;E0-00-84-38-25-40;R0_EST-AP_0.2;EDUROAM;1;2;3;36;;ht40;9;support;6;200;eduroam;E0-00-84-38-25-50;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;24;1062875;FE80::9488:8DFF:FEA2:7008?2001:648:2D00:3024:AF5F:2233:198C:BC5A;106281;1708084802;1708084802;769;769;;1344;399228;32;1331;620973;72;0;0;0;-59;0;3600;-5900;4;4;2;1;96;1;14;4;0;;1708092243;1708092243;1708092243;1708092243;0;0;;;;;1708092243;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.50E+15
96-90-DE-A2-;;E0-00-84-38-25-40;R0_EST-AP_0.2;EDUROAM;1;2;3;36;;ht40;9;support;300;360;eduroam;E0-00-84-38-25-50;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;21;1062232;FE80::C99:D5EB:DDB4:324F?2001:648:2D00:3021:1C09:E0F4:8E78:4FBD?2001:648:2D00:3021:2C0C:9CDE:D767:EA36;106221;1708084321;1708084322;1251;1249;;3971;1217981;2280;4718;3669114;3296;0;0;0;-63;0;3200;-6300;4;4;2;1;96;1;153;4;0;;1708091647;1708091647;1708091647;1708091648;0;0;;;;;1708091648;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.50E+17
96-BC-72-93-;;E0-00-84-38-26-40;R0_EST-AP_0.1;EDUROAM;1;2;3;132;;ht40;9;support;6;200;eduroam;E0-00-84-38-26-50;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;24;1062866;FE80::94BC:72FF:FE93:A019?2001:648:2D00:3024:94BC:72FF:FE93:A019?2001:648:2D00:3024:A9FC:BD56:52F8:CA36;106281;1708084427;1708084427;1145;1145;;540;98938;360;499;163333;568;0;2;0;-63;0;3200;-6300;21;21;19;2;79;0;55;3;0;;1708091666;1708091666;1708091666;1708091666;1708092528;1708092528;;;;;1708091666;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.50E+16
96-EC-64-5D-;;E0-00-84-38-27-00;R0_EST-AP_0.3;EDUROAM;1;2;3;100;;ht40;9;support;6;6;eduroam;E0-00-84-38-27-10;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;21;1062239;FE80::94EC:64FF:FE5D:F539?2001:648:2D00:3021:94EC:64FF:FE5D:F539?2001:648:2D00:3021:92E5:103E:3688:EA75;106221;1708082681;1708082683;2892;2889;;13164;3224899;0;138431;170820287;216;6;0;0;-88;0;700;-8800;2;2;0;0;98;2;14;5;0;;1708092504;1708092504;1708092504;1708092504;0;0;;;;;1708092504;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.50E+15
98-22-EF-20-;;E0-00-84-BF-3E-C0;KTIRIO_TH_R0-AP_2.4;EDUROAM;0;1;1;1;;ht20;7;support;72;52;eduroam;E0-00-84-BF-3E-C0;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;no;22;1062428;FE80::209A:1719:DD7A:F26E?2001:648:2D00:3022:4CC7:AA1A:BE83:23CC?2001:648:2D00:3022:144C:9498:F0EF:3008;106241;1708082924;1708082924;2649;2649;;23352;4280272;7424;50981;54678040;43832;0;6;0;-51;0;4400;-5100;8;8;2;0;92;6;1274;91;0;;1708090124;1708090124;1708090124;1708090124;1708090124;1708090124;;;;;1708090124;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.52E+14
9A-5C-0A-8E-;;44-67-47-9A-FE-20;KTIRIO_B_R1-AP_1.3;EDUROAM;1;2;3;132;;ht40;9;support;200;270;eduroam;44-67-47-9A-FE-30;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;22;1062423;FE80::18C3:70C4:AE6A:B7A4?2001:648:2D00:3022:1CAE:58E1:B8C5:E750?2001:648:2D00:3022:B4E7:17D6:F53A:B3E;106241;1708081226;1708081227;4347;4346;;32358;5408110;19800;302021;382318513;1817200;0;305;0;-58;0;3700;-5800;4;4;0;0;96;4;32062;134;0;;1708088752;1708088752;1708088752;1708088753;1708088753;1708088753;;;;;1708088753;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.55E+13
9A-93-10-EF-;;E0-00-84-38-25-40;R0_EST-AP_0.2;EDUROAM;1;2;3;36;;ht40;9;support;360;400;eduroam;E0-00-84-38-25-50;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;21;1062267;FE80::9893:10FF:FEEF:CE9?2001:648:2D00:3021:9893:10FF:FEEF:CE9?2001:648:2D00:3021:C4FA:3898:E81B:33A7;106221;1708083673;1708083674;1901;1899;;38664;6785089;2600;67072;85038665;4136;0;0;0;-60;0;3500;-6000;4;4;2;1;96;1;262;4;0;;1708092520;1708092520;1708092520;1708092521;0;0;;;;;1708092521;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.54E+15
9A-A3-64-88-;;E0-00-84-38-25-40;R0_EST-AP_0.2;EDUROAM;1;2;3;36;;ht40;9;support;200;200;eduroam;E0-00-84-38-25-50;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;24;1062867;FE80::98A3:64FF:FE88:14D3?2001:648:2D00:3024:98A3:64FF:FE88:14D3?2001:648:2D00:3024:BC27:CAAD:B5C7:3C5E;106281;1708083818;1708083819;1756;1755;;1213;300213;32;1392;779010;32;0;0;0;-52;0;4300;-5200;4;4;2;1;96;1;7;4;0;;1708091024;1708091024;1708091024;1708091024;1708091920;1708091920;;;;;1708091024;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.54E+16
9A-C6-FF-7F-;;68-4A-AE-AB-A8-20;KTIRIO_A_R0-AP_0.7;EDUROAM;1;2;3;124;;ht40;9;support;360;400;eduroam;68-4A-AE-AB-A8-30;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;22;1062457;FE80::817:506A:C8E1:3887?2001:648:2D00:3022:87:D78D:2765:E181?2001:648:2D00:3022:B048:3D40:4EDF:77F1;106241;1708081745;1708081746;3830;3828;;1704;390160;312;1557;1400025;0;0;0;0;-64;0;3100;-6400;3;3;0;0;97;3;0;13;0;;1708092223;1708092223;1708092223;1708092223;1708092223;1708092223;;;;;1708092223;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.54E+15
9A-DF-2A-A4-;;E0-00-84-38-1C-00;KTIRIO_Z_R0-AP_0.5;EDUROAM;1;2;3;60;;ht40;9;support;300;240;eduroam;E0-00-84-38-1C-10;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;24;1062839;FE80::18AD:B323:45CC:3F42?2001:648:2D00:3024:4B5:293E:3123:1E01?2001:648:2D00:3024:F1DD:47B2:CDDF:BEB4;106281;1708081564;1708081564;4011;4010;;117361;18046178;21944;416567;246152337;277776;0;260;0;-68;0;2700;-6800;1;1;1;0;99;0;18124;101;0;;1708090477;1708090477;1708090477;1708090477;1708090564;1708090564;;;;;1708090477;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.54E+16
9E-6A-C1-41-;;E0-00-84-38-25-40;R0_EST-AP_0.2;EDUROAM;0;1;1;1;;ht20;7;support;39;19;eduroam;E0-00-84-38-25-40;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;20;1062034;FE80::9C6A:C1FF:FE41:C34E?2001:648:2D00:3020:9C6A:C1FF:FE41:C34E?2001:648:2D00:3020:8C8B:8877:6DC2:34F;106201;1708081342;1708081343;4234;4232;;3720;868186;15248;4326;2222449;27864;0;32;0;-67;0;2000;-6700;15;15;2;0;85;13;157;4;0;;1708092533;1708092533;1708092533;1708092533;0;0;;;;;1708092533;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.58E+15
9E-6B-65-DB-;;84-46-FE-A3-E5-E0;KTIRIO_H_R1-AP_2.2;EDUROAM;1;2;3;44;;ht40;9;support;6;200;eduroam;84-46-FE-A3-E5-F0;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;24;1062836;FE80::9C6B:65FF:FEDB:EFF0?2001:648:2D00:3024:F865:BE24:460A:D074;106281;1708081214;1708081214;4362;4362;;468;81336;24;525;190640;32;0;0;0;-79;0;1600;-7900;0;0;0;0;100;0;6;62;0;;1708088434;1708088434;1708088434;1708088434;1708088435;1708088436;;;;;1708088435;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.58E+17
A0-4F-85-ED-;;B0-08-75-C7-6B-E0;KTIRIO_A_R0-AP_0.2;EDUROAM;1;2;3;36;;ht40;9;support;108;150;eduroam;B0-08-75-C7-6B-F0;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;22;106245;FE80::4F8:C709:5F37:B3BF?2001:648:2D00:3022:D432:57E7:583C:8774?2001:648:2D00:3022:7C21:5A48:3C5C:14D8;106241;1708082465;1708082468;3111;3108;;25525;5684802;1680;101618;116453848;1304;0;0;0;-72;0;2300;-7200;0;0;0;0;100;0;156;8;0;;1708091862;1708091862;1708091862;1708091862;1708091863;1708091864;;;;;1708091862;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.61E+14
A2-4F-7A-67-;;E0-00-84-38-25-40;R0_EST-AP_0.2;EDUROAM;1;2;3;36;;ht40;9;support;180;200;eduroam;E0-00-84-38-25-50;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;23;1062615;FE80::A04F:7AFF:FE67:474C?2001:648:2D00:3023:4C6D:225F:E148:9F6?2001:648:2D00:3023:A04F:7AFF:FE67:474C;106261;1708083105;1708083105;2472;2470;;24980;4732908;29352;135095;166395083;668544;0;31;0;-67;0;2800;-6700;4;4;2;1;96;1;12238;4;0;;1708090559;1708090559;1708090559;1708090559;1708091370;1708091370;;;;;1708090559;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.63E+14
A4-4B-D5-2E-;;68-4A-AE-AB-B9-E0;R0 GRAFEIA-AP04;EDUROAM;1;2;3;36;;ht40;9;support;216;270;eduroam;68-4A-AE-AB-B9-F0;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;24;1062827;FE80::7580:3E51:311:3DE8?2001:648:2D00:3024:ED8C:350A:6C4D:57CE?2001:648:2D00:3024:838B:179A:3081:20DE;106281;1708081364;1708081365;4213;4212;;80095;16627438;6640;282476;342080318;19552;0;378;0;-70;0;2500;-7000;3;3;0;0;97;3;168;172;0;;1708092203;1708092203;1708092203;1708092203;0;0;;;;;1708092203;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.65E+14
A4-4B-D5-B9-;;E0-00-84-38-26-40;R0_EST-AP_0.1;EDUROAM;1;2;3;132;;ht40;9;support;81;40;eduroam;E0-00-84-38-26-50;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;21;1062256;FE80::CB2B:9EB9:C7BB:F061?2001:648:2D00:3021:1864:C2B7:A7C2:417F?2001:648:2D00:3021:8809:92F8:5A57:B440;106221;1708083222;1708083223;2356;2354;;9758;6581656;9168;20016;20560724;568;3;17;0;-81;0;1400;-8100;21;21;19;2;79;0;3;3;0;;1708090422;1708090422;1708090422;1708090422;1708090422;1708090423;;;;;1708090422;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.65E+15
A6-86-D5-27-;;E0-00-84-38-25-40;R0_EST-AP_0.2;EDUROAM;1;2;3;36;;ht40;9;support;180;200;eduroam;E0-00-84-38-25-50;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;23;1062632;FE80::A486:D5FF:FE27:D53?2001:648:2D00:3023:A486:D5FF:FE27:D53?2001:648:2D00:3023:9034:F182:B7DE:1FA4;106261;1708083892;1708083892;1686;1685;;18945;2989724;9416;27113;32700657;10680;0;1;0;-63;0;3200;-6300;4;4;2;1;96;1;707;4;0;;1708091161;1708091161;1708091161;1708091161;1708091993;1708091993;;;;;1708091162;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.66E+14
A6-EE-54-62-;;B0-08-75-C7-72-60;KTIRIO_C_R0-AP_2.1;EDUROAM;1;2;3;132;;ht40;9;support;400;400;eduroam;B0-08-75-C7-72-70;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;21;1062248;FE80::A4EE:54FF:FE62:E100?2001:648:2D00:3021:A4EE:54FF:FE62:E100?2001:648:2D00:3021:F4A7:7881:20B8:97ED;106221;1708081477;1708081478;4102;4100;;12739;2001097;28928;35101;45042309;869608;0;12;0;-56;0;3900;-5600;0;0;0;0;100;0;14855;39;0;;1708092522;1708092522;1708092522;1708092522;0;0;;;;;1708092522;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.66E+13
A8-42-A1-CA-;;B0-08-75-C7-6A-E0;KTIRIO_A_R0-AP_0.5;EDUROAM;1;2;3;60;;ht40;9;support;360;400;eduroam;B0-08-75-C7-6A-F0;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;20;106202;FE80::3BAE:FBEB:4C1A:C86C?2001:648:2D00:3020:5001:4D8F:F742:4C7C?2001:648:2D00:3020:FD0C:6EBD:3D9A:2E07;106201;1708081236;1708081236;4343;4342;;150143;76261762;5280;132245;82017564;25744;0;0;0;-63;0;3200;-6300;0;0;0;0;100;0;729;11;0;;1708088656;1708088656;1708088656;1708088657;1708088658;1708088658;;;;;1708088658;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.69E+16
A8-96-75-60-;;84-46-FE-A3-E3-40;KTIRIO_H_R1-AP_1.4;EDUROAM;0;1;1;1;;ht20;7;support;19;19;eduroam;84-46-FE-A3-E3-40;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;22;1062452;2A02:1388:2081:FF2A::62CB:F3B?FE80::AA96:75FF:FE60:F42F?2001:648:2D00:3022:AA96:75FF:FE60:F42F?2001:648:2D00:3022:9033:C844:55F8:93F3;106241;1708081234;1708081235;4346;4344;;9442;2424659;0;15111;13762605;0;0;0;0;-75;0;2000;-7500;3;3;2;0;97;1;0;55;0;;1708091368;1708091368;1708091368;1708091368;1708092249;1708092249;;;;;1708091368;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.68E+15
A8-DB-03-7C-;;B0-08-75-C7-6A-40;KTIRIO_A_R0-AP_2.7;EDUROAM;1;2;3;52;;ht40;9;support;162;270;eduroam;B0-08-75-C7-6A-50;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;23;1062656;FE80::765:B042:4081:3D17?2001:648:2D00:3023:9425:A6C6:5A5A:8F91;106261;1708081318;1708081319;4263;4262;;265462;28648735;13888;489272;682953607;16632;0;10;0;-67;0;2800;-6700;2;2;1;1;98;0;803;30;0;;1708089126;1708089126;1708089126;1708089126;1708089385;1708089385;;;;;1708089126;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.68E+14
AC-1E-9E-D2-;;E0-00-84-38-25-40;R0_EST-AP_0.2;EDUROAM;1;2;3;36;;ht40;9;support;6;200;eduroam;E0-00-84-38-25-50;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;23;106265;FE80::7D53:955C:A2A8:9287?2001:648:2D00:3023:81FF:F65E:8210:7D5?2001:648:2D00:3023:8583:135B:4481:96F;106261;1708083261;1708083344;2321;2237;;16435;4180061;5952;54538;60954615;13080;2;5;0;-51;0;4400;-5100;4;4;2;1;96;1;574;4;0;;1708090691;1708090691;1708090691;1708090691;1708091445;1708091445;;;;;1708090691;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.72E+16
AC-50-DE-57-;;68-4A-AE-AB-A7-40;KTIRIO_I_R1-AP_2.3;EDUROAM;1;2;3;36;;ht40;9;support;6;360;eduroam;68-4A-AE-AB-A7-50;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;no;24;1062889;2001:648:2D00:3024:156E:6360:7EE6:57AE?FE80::3222:4D76:6BD4:6DF?2001:648:2D00:3024:CD8C:3868:D1EC:E995;106281;1708081262;1708081281;4320;4301;;23502;3023285;0;20753;8196709;0;0;0;0;-72;0;2300;-7200;2;2;0;0;98;2;1;166;0;;1708088461;1708088461;1708088461;1708088480;1708088480;1708088480;;;;;1708088480;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.73E+13
AC-50-DE-7A-;;68-4A-AE-AB-AF-60;KTIRIO_B_R1-AP_1.1;EDUROAM;1;2;3;44;;ht40;9;support;400;400;eduroam;68-4A-AE-AB-AF-70;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;no;24;1062872;FE80::B8F5:4CFA:B9A4:356?2001:648:2D00:3024:A8CA:28E9:6938:A069;106281;1708081291;1708081298;4292;4284;;13575;3070967;76040;37190;43520664;1423720;99;103;0;-64;0;3100;-6400;4;4;2;0;96;2;26605;132;0;;1708088490;1708088490;1708088490;1708088498;1708088498;1708088498;;;;;1708088498;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.73E+15
AE-66-15-DA-;;B0-08-75-C7-6A-C0;KTIRIO_A_R0-AP_2.5;EDUROAM;0;1;3;11;;ht20;9;support;72;57;eduroam;B0-08-75-C7-6A-C0;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;24;1062890;FE80::AC66:15FF:FEDA:6ABC?2001:648:2D00:3024:AC66:15FF:FEDA:6ABC?2001:648:2D00:3024:E598:CC62:49FC:374A;106281;1708084109;1708084109;1474;1474;;5546;1207783;33888;27924;33506073;1280408;0;1639;0;-67;0;2800;-6700;18;18;3;0;82;15;22735;28;0;;1708091308;1708091308;1708091308;1708091309;1708091309;1708091310;;;;;1708091309;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.74E+16
